,name,year,selling_price,km_driven,fuel,transmission,owner,mileage(km/ltr/kg),engine,max_power,seats
6801,Hyundai Santro Xing,2010,110000,80000,Petrol,Manual,Second ,0,1086,62.1,5
6802,Mahindra Bolero 2011-2019,2012,450000,120000,Diesel,Manual,First ,15,2523,62.1,7
6803,Hyundai Grand i10,2018,500000,20000,Petrol,Manual,Second ,18,1197,81.86,5
6804,Ford EcoSport 1.5,2017,570000,31596,Petrol,Manual,First ,17,1497,121.36,5
6805,Mahindra XUV500 W6,2013,650000,85710,Diesel,Manual,First ,15,2179,140,7
6806,Toyota Fortuner 3.0,2012,1680000,129627,Diesel,Manual,First ,11,2982,171,7
6807,Datsun RediGO T,2018,250000,10000,Petrol,Manual,First ,22,799,53.64,5
6808,Hyundai i10 Sportz,2014,320000,15000,Petrol,Manual,First ,20,1197,78.9,5
6809,Maruti Wagon R,2017,440000,35000,Petrol,Automatic,First ,20,998,67,5
6810,Hyundai i20 Sportz,2013,315000,49000,Petrol,Manual,Second ,18,1197,82.85,5
6811,Tata Manza Aura,2010,202999,158000,Diesel,Manual,First ,18,1248,90,5
6812,Hyundai EON Era,2012,179000,30000,Petrol,Manual,Second ,21,814,55.2,5
6813,Hyundai i10 Magna,2008,140000,60000,Petrol,Manual,Second ,20,1197,78.9,5
6814,Maruti Zen Estilo,2008,150000,40000,Petrol,Manual,Second ,18,1061,64,5
6815,Mahindra Bolero SLX,2011,440000,60000,Diesel,Manual,Second ,13,2523,63,7
6816,Ford Figo Diesel,2011,250000,55130,Diesel,Manual,Second ,20,1399,68,5
6817,Maruti Wagon R,2014,330000,22000,Petrol,Manual,First ,20,998,67.04,5
6818,Ford Figo Petrol,2010,250000,48000,Petrol,Manual,First ,15,1196,70,5
6819,Hyundai i20 Magna,2012,335000,45000,Petrol,Manual,First ,18,1197,82.85,5
6820,Mahindra XUV500 W4,2016,1025000,22522,Diesel,Manual,First ,16,2179,140,7
6821,Hyundai i20 1.2,2012,320000,51856,Petrol,Manual,Third ,18,1197,80,5
6822,Maruti Ciaz RS,2015,550000,29434,Petrol,Manual,First ,20,1373,91.1,5
6823,Honda WR-V i-DTEC,2018,800000,25000,Diesel,Manual,First ,25,1498,98.6,5
6824,Tata Tiago 1.2,2017,380000,28000,Petrol,Manual,Second ,23,1199,84,5
6825,Renault Duster 85PS,2013,400000,44500,Diesel,Manual,Second ,20,1461,83.8,5
6826,Maruti Wagon R,2016,375000,34500,Petrol,Manual,First ,20,998,67.04,5
6827,Honda City i-VTEC,2017,1100000,20000,Petrol,Automatic,First ,18,1497,117.6,5
6828,Hyundai i20 1.2,2018,650000,15000,Petrol,Manual,First ,18,1197,81.83,5
6829,Nissan Micra XV,2014,361000,26000,Petrol,Automatic,First ,19,1198,76,5
6830,Hyundai EON D,2012,140000,20000,Petrol,Manual,First ,21,814,55.2,5
6831,Hyundai Xcent 1.2,2019,550000,3000,Petrol,Manual,First ,20,1197,81.86,5
6832,Honda Amaze VX,2019,670000,20000,Petrol,Manual,First ,19,1199,88.76,5
6833,Maruti Vitara Brezza,2017,880000,25000,Diesel,Manual,First ,24,1248,88.5,5
6834,Ford EcoSport 1.5,2018,950000,35000,Diesel,Manual,First ,23,1498,98.96,5
6835,Chevrolet Cruze LTZ,2010,300000,60000,Diesel,Manual,First ,18,1991,147.9,5
6836,Honda City i-VTEC,2017,1150000,6825,Petrol,Automatic,First ,18,1497,117.6,5
6837,Chevrolet Cruze LTZ,2015,450000,155000,Diesel,Automatic,First ,14,1998,163.7,5
6838,Maruti Eeco CNG,2018,375000,50000,CNG,Manual,First ,21,1196,61.7,5
6839,Maruti Ertiga BSIV,2016,600000,13500,Petrol,Manual,First ,17,1373,91.1,7
6840,Toyota Innova 2.5,2008,700000,260000,Diesel,Manual,First ,12,2494,102,8
6841,Hyundai Xcent 1.2,2018,600000,65000,Diesel,Manual,First ,25,1186,73.97,5
6842,Mahindra Xylo H9,2014,630000,95000,Diesel,Manual,Second ,14,2179,118.3,8
6843,Maruti Ciaz ZXi,2016,590000,40000,Petrol,Manual,Second ,20,1373,91.1,5
6844,Hyundai Santro Era,2019,420000,30000,Petrol,Manual,First ,20,1086,68,5
6845,Mitsubishi Pajero Sport,2016,1950000,120000,Diesel,Manual,First ,13,2477,175.56,7
6846,Tata New Safari,2013,541000,112011,Diesel,Manual,First ,13,2179,138.1,7
6847,Toyota Innova 2.5,2015,900000,125000,Diesel,Manual,First ,12,2494,100.6,7
6848,Toyota Innova 2.5,2015,900000,125000,Diesel,Manual,First ,12,2494,100.6,7
6849,Tata Manza Aura,2009,250000,43000,Diesel,Manual,First ,18,1248,90,5
6850,Mahindra Bolero 2011-2019,2019,670000,53534,Diesel,Manual,First ,15,2523,62.1,7
6851,Tata Tigor 2017-2020,2019,530000,20000,Petrol,Manual,First ,20,1199,83.81,5
6852,Chevrolet Beat Diesel,2012,150000,70000,Diesel,Manual,Second ,25,936,57.6,5
6853,Mahindra XUV500 W8,2013,550000,70000,Diesel,Manual,Third ,15,2179,140,7
6854,Mahindra Scorpio 1.99,2015,650000,150000,Diesel,Manual,First ,15,1997,120,7
6855,Tata Indica Vista,2012,180000,100000,Diesel,Manual,Second ,19,1405,70,5
6856,Mahindra Thar 4X4,2015,585000,50000,Diesel,Manual,First ,16,2498,105,7
6857,Hyundai i20 Magna,2013,345000,120000,Petrol,Manual,Second ,18,1197,82.85,5
6858,Maruti Swift VDI,2013,350000,110000,Diesel,Manual,Third ,22,1248,74,5
6859,Honda BRV i-VTEC,2016,725000,140000,Petrol,Manual,First ,15,1497,117.3,7
6860,Tata Venture EX,2012,250000,120000,Diesel,Manual,First ,15,1405,70,7
6861,Maruti 800 AC,2002,45000,70000,Petrol,Manual,Second ,16,796,37,4
6862,Toyota Innova 2.5,2007,409999,248119,Diesel,Manual,Fourth & Above ,12,2494,102,8
6863,Renault KWID 1.0,2017,325000,16500,Petrol,Manual,Second ,23,999,67,5
6864,Maruti Alto K10,2016,350000,9900,Petrol,Manual,First ,23,998,67.05,5
6865,Maruti Alto LXi,2012,180000,80000,Petrol,Manual,Third ,19,796,46.3,5
6866,Fiat Linea Emotion,2010,150000,100000,Petrol,Manual,Second ,16,1368,90,5
6867,Maruti Dzire ZXI,2020,700000,20000,Petrol,Manual,First ,23,1197,88.5,5
6868,Maruti Ciaz ZDi,2016,795000,90000,Diesel,Manual,First ,28,1248,88.5,5
6869,Mahindra Thar CRDe,2019,950000,15000,Diesel,Manual,First ,16,2498,105,6
6870,Volkswagen Vento 1.5,2018,885000,75000,Diesel,Automatic,First ,21,1498,108.5,5
6871,Maruti Ritz LDi,2011,160000,140000,Diesel,Manual,First ,21,1248,73.9,5
6872,Hyundai i20 1.4,2012,300000,120000,Diesel,Manual,Second ,23,1396,90,5
6873,Volkswagen Vento 1.5,2018,950000,75000,Diesel,Automatic,First ,21,1498,108.5,5
6874,Maruti Ertiga VDI,2015,549000,90000,Diesel,Manual,First ,20,1248,88.76,7
6875,Audi A3 35,2018,3000000,20000,Diesel,Automatic,First ,20,1968,143,5
6876,Toyota Innova 2.5,2015,1200000,61000,Diesel,Manual,First ,12,2494,100.6,7
6877,Renault Fluence Diesel,2012,570000,100000,Diesel,Manual,Second ,21,1461,78,5
6878,Mahindra Thar CRDe,2017,800000,60000,Diesel,Manual,Second ,16,2498,105,6
6879,Hyundai Verna CRDi,2009,375000,100000,Diesel,Manual,First ,18,1493,110,5
6880,Mahindra Bolero SLX,2009,300000,170000,Diesel,Manual,Third ,13,2523,63,7
6881,Toyota Etios G,2013,350000,100000,Petrol,Manual,Second ,16,1496,88.73,5
6882,Mahindra Bolero SLX,2011,400000,120000,Diesel,Manual,Second ,13,2523,63,7
6883,Volkswagen Polo 1.5,2015,434999,50000,Diesel,Manual,First ,20,1498,88.8,5
6884,Maruti Alto 800,2015,260000,25000,Petrol,Manual,First ,22,796,47.3,5
6885,Maruti Swift VDI,2013,450000,24019,Diesel,Manual,First ,22,1248,74,5
6886,Hyundai Verna 1.6,2013,459999,80000,Diesel,Manual,Second ,22,1582,126.32,5
6887,Maruti Ritz VDi,2011,210000,100000,Diesel,Manual,Second ,21,1248,73.9,5
6888,Maruti Swift Dzire,2015,540000,93000,Petrol,Manual,Second ,20,1197,83.14,5
6889,Maruti Ertiga SHVS,2017,710000,50000,Diesel,Manual,First ,24,1248,88.5,7
6890,Maruti Alto 800,2018,285000,22000,Petrol,Manual,First ,24,796,47.3,5
6891,Hyundai Creta 1.4,2019,990000,19600,Diesel,Manual,First ,22,1396,88.7,5
6892,Tata Indigo CS,2017,362000,104000,Petrol,Manual,First ,15,1193,64.1,5
6893,Ford EcoSport 1.5,2017,880000,33000,Diesel,Manual,First ,23,1498,98.96,5
6894,Mahindra TUV 300,2017,700000,60000,Diesel,Manual,First ,18,1493,100,7
6895,Mahindra Bolero 2011-2019,2016,600000,60000,Diesel,Manual,First ,15,2523,63,9
6896,Nissan Terrano XL,2015,700000,40000,Petrol,Manual,First ,13,1598,102.5,5
6897,Tata Tiago 1.05,2016,400000,60000,Diesel,Manual,First ,27,1047,69,5
6898,Hyundai Accent Executive,2010,165000,80000,LPG,Manual,First ,13,1495,93.7,5
6899,Toyota Innova 2.5,2007,350000,376412,Diesel,Manual,Second ,12,2494,102,8
6900,Maruti Ertiga VXI,2014,425000,80000,Petrol,Manual,Third ,16,1373,93.7,7
6901,Hyundai Santro Xing,2012,180000,70000,Petrol,Manual,First ,17,1086,62.1,5
6902,Maruti Alto K10,2012,170000,90000,Petrol,Manual,Third ,20,998,67.1,5
6903,Mahindra Bolero 2011-2019,2014,370000,183000,Diesel,Manual,First ,15,2523,63,9
6904,Maruti Vitara Brezza,2018,800000,27000,Diesel,Manual,First ,24,1248,88.5,5
6905,Ford EcoSport 1.5,2017,900000,35000,Diesel,Manual,First ,23,1498,98.96,5
6906,Maruti Swift VDI,2013,390000,120000,Diesel,Manual,First ,22,1248,74,5
6907,Maruti Swift Dzire,2014,445000,80000,Diesel,Manual,Second ,23,1248,74,5
6908,Maruti Swift Dzire,2014,459999,70000,Diesel,Manual,Fourth & Above ,23,1248,74,5
6909,Maruti Wagon R,2013,275000,55000,LPG,Manual,First ,14,998,61.7,5
6910,Maruti Ritz VDi,2009,200000,120000,Diesel,Manual,Second ,21,1248,73.9,5
6911,Maruti Swift Dzire,2012,350000,72000,Petrol,Manual,Second ,17,1197,85.8,5
6912,Tata New Safari,2007,95000,120000,Diesel,Manual,Second ,12,2092,127,7
6913,Toyota Etios GD,2014,550000,250000,Diesel,Manual,First ,23,1364,67.04,5
6914,Chevrolet Tavera Neo,2016,900000,100000,Diesel,Manual,First ,13,2499,72.4,9
6915,Tata Sumo Gold,2013,350000,120000,Diesel,Manual,Second ,15,2956,83.83,7
6916,Nissan Micra XV,2015,325000,50000,Petrol,Automatic,First ,19,1198,76,5
6917,Hyundai Grand i10,2014,455999,32000,Petrol,Manual,First ,18,1197,82,5
6918,Maruti Alto STD,2008,129000,60000,Petrol,Manual,First ,19,796,46.3,5
6919,Maruti Alto 800,2017,254000,40000,Petrol,Manual,First ,24,796,47.3,5
6920,Ford Ecosport 1.5,2014,570000,48000,Diesel,Manual,First ,21,1498,98.96,5
6921,Nissan Terrano XL,2018,840000,30000,Diesel,Manual,First ,19,1461,83.14,5
6922,Tata New Safari,2010,235000,100000,Diesel,Manual,Second ,13,2179,138.1,7
6923,Mahindra TUV 300,2016,700000,50000,Diesel,Manual,First ,18,1493,100,7
6924,Hyundai Grand i10,2018,528000,5000,Petrol,Manual,First ,18,1197,81.86,5
6925,Jeep Compass 2.0,2017,1500000,12000,Diesel,Manual,First ,17,1956,170,5
6926,Mahindra Bolero 2011-2019,2016,560000,72000,Diesel,Manual,First ,15,2523,63,9
6927,Mahindra Bolero 2011-2019,2016,600000,70000,Diesel,Manual,First ,15,2523,63,9
6928,Chevrolet Aveo U-VA,2007,102000,50000,Petrol,Manual,Second ,15,1150,74.9,5
6929,Mahindra XUV500 W8,2014,750000,70000,Diesel,Manual,Second ,15,2179,140,7
6930,Chevrolet Aveo U-VA,2010,148000,70000,Petrol,Manual,Third ,14,1150,76,5
6931,Maruti Baleno Alpha,2015,650000,50000,Petrol,Manual,First ,21,1197,83.1,5
6932,Volkswagen Polo Petrol,2012,310000,40000,Petrol,Manual,First ,16,1198,73.9,5
6933,Hyundai Xcent 1.2,2014,480000,30000,Petrol,Manual,First ,19,1197,82,5
6934,Maruti Alto 800,2018,320000,15000,Petrol,Manual,First ,24,796,47.3,5
6935,Honda City i,2015,750000,40000,Petrol,Manual,First ,17,1497,117.3,5
6936,Nissan Micra Active,2017,370000,40000,Petrol,Manual,First ,19,1198,67.04,5
6937,Maruti Swift ZXI,2013,320000,60000,Petrol,Manual,Fourth & Above ,18,1197,85.8,5
6938,Maruti Swift ZXI,2013,420000,67000,Petrol,Manual,First ,18,1197,85.8,5
6939,Maruti Swift Dzire,2010,240000,60000,Petrol,Manual,Second ,17,1298,85.8,5
6940,Datsun RediGO 1.0,2017,220000,60000,Petrol,Manual,First ,22,999,67,5
6941,Tata Tiago 1.2,2016,350000,30000,Petrol,Manual,First ,23,1199,84,5
6942,Honda Amaze VX,2018,675000,40000,Diesel,Manual,First ,25,1498,98.6,5
6943,Toyota Etios Cross,2016,434999,50000,Petrol,Manual,Second ,18,1197,78.8,5
6944,Honda CR-V 2.0L,2006,125000,200000,Petrol,Automatic,Third ,13,1997,141.1,5
6945,Mahindra KUV 100,2016,400000,14000,Petrol,Manual,Second ,18,1198,82,6
6946,Chevrolet Tavera Neo,2015,425000,70000,Diesel,Manual,First ,13,2499,72.4,9
6947,Maruti Ritz Genus,2010,311000,94000,Diesel,Manual,Second ,21,1248,75,5
6948,Chevrolet Tavera Neo,2015,509999,197000,Diesel,Manual,First ,13,2499,72.4,10
6949,Ford Figo 1.5D,2015,530000,79000,Diesel,Manual,Second ,25,1498,99,5
6950,Skoda Octavia Rider,2008,210000,120000,Diesel,Manual,Second ,18,1896,66,5
6951,Mahindra Marazzo M2,2019,977000,30000,Diesel,Manual,First ,17,1497,121,8
6952,Maruti Wagon R,2018,440000,20000,Petrol,Manual,First ,20,998,67.04,5
6953,Maruti Wagon R,2018,440000,17000,Petrol,Manual,First ,20,998,67.04,5
6954,Hyundai i20 1.2,2018,655000,20000,Petrol,Manual,First ,18,1197,81.83,5
6955,Renault KWID RXT,2016,295000,60000,Petrol,Manual,First ,25,799,53.3,5
6956,Hyundai i20 1.2,2018,655000,20000,Petrol,Manual,First ,18,1197,81.83,5
6957,Hyundai Getz 1.1,2007,65000,70000,Petrol,Manual,Third ,15,1086,66.6,5
6958,Tata Hexa XT,2017,1200000,150000,Diesel,Manual,First ,17,2179,153.86,7
6959,Tata Hexa XM,2017,1251000,35000,Diesel,Manual,First ,17,2179,153.86,7
6960,Tata Indigo CS,2010,200000,60000,Diesel,Manual,First ,23,1396,69,5
6961,Hyundai i20 Active,2016,750000,40000,Diesel,Manual,First ,21,1396,88.73,5
6962,Maruti Wagon R,2018,400000,60000,CNG,Manual,First ,26,998,58.16,5
6963,Honda Amaze E,2017,475000,57000,Petrol,Manual,First ,17,1198,86.7,5
6964,Tata Indigo VS,2012,110000,120000,Diesel,Manual,Second ,17,1405,70,5
6965,Renault KWID 1.0,2017,350000,30000,Petrol,Manual,First ,23,999,67,5
6966,Maruti Swift Dzire,2016,450000,175000,Diesel,Manual,First ,23,1248,74,5
6967,Tata Indigo LX,2010,150000,90000,Diesel,Manual,First ,17,1405,70,5
6968,Tata Indica V2,2009,80000,110000,Diesel,Manual,Second ,17,1396,53.5,5
6969,Hyundai i20 Magna,2015,430000,35000,Petrol,Manual,Second ,18,1197,81.83,5
6970,Toyota Innova Crysta,2017,1450000,81000,Diesel,Manual,First ,13,2393,147.8,7
6971,Chevrolet Cruze LTZ,2011,360000,100000,Diesel,Manual,First ,18,1991,147.9,5
6972,Tata Hexa XTA,2017,1445000,60000,Diesel,Automatic,First ,17,2179,153.86,7
6973,Honda City i,2016,670000,60000,Diesel,Manual,First ,26,1498,98.6,5
6974,Mercedes-Benz GLA Class,2016,2000000,70000,Petrol,Automatic,First ,13,1991,183,5
6975,Honda Amaze S,2015,440000,50000,Diesel,Manual,First ,25,1498,98.6,5
6976,Hyundai i20 1.4,2012,254999,90000,Diesel,Manual,First ,23,1396,90,5
6977,Datsun GO Plus,2018,530000,65000,Petrol,Manual,First ,19,1198,67.05,7
6978,Mahindra XUV500 W4,2016,890000,40000,Diesel,Manual,Second ,16,1997,140,7
6979,Volkswagen Polo Diesel,2013,280000,80000,Diesel,Manual,Second ,22,1199,73.9,5
6980,Maruti Swift Dzire,2017,725000,35000,Petrol,Automatic,First ,21,1197,81.8,5
6981,Mahindra TUV 300,2016,700000,30000,Diesel,Manual,First ,18,1493,100,7
6982,Maruti Zen Estilo,2007,90000,70000,Petrol,Manual,First ,18,998,67.1,5
6983,Hyundai i10 Magna,2015,287000,100000,Petrol,Manual,Second ,19,1086,68.05,5
6984,Hyundai Creta 1.6,2018,1380000,55000,Petrol,Automatic,First ,14,1591,121.3,5
6985,Toyota Innova 2.5,2013,750000,80000,Diesel,Manual,Second ,12,2494,100.6,7
6986,Hyundai Verna 1.4,2016,650000,40000,Petrol,Manual,First ,17,1396,105.5,5
6987,Maruti Wagon R,2013,240000,108916,Petrol,Manual,Second ,20,998,67.04,5
6988,Hyundai EON Magna,2013,290000,40000,Petrol,Manual,Second ,21,814,55.2,5
6989,Hyundai EON Era,2014,229999,80000,Petrol,Manual,First ,21,814,55.2,5
6990,Honda City i,2016,1000000,50000,Diesel,Manual,Second ,26,1498,98.6,5
6991,Hyundai Santro Xing,2012,200000,90000,Petrol,Manual,Second ,17,1086,62.1,5
6992,Maruti Alto LX,2004,90000,70000,Petrol,Manual,Fourth & Above ,19,796,46.3,5
6993,Hyundai i20 1.4,2012,330000,90000,Diesel,Manual,First ,23,1396,90,5
6994,Maruti Ritz VDi,2009,200000,70000,Diesel,Manual,First ,21,1248,73.9,5
6995,Mahindra KUV 100,2018,420000,31000,Diesel,Manual,First ,25,1198,77,6
6996,Maruti Swift Dzire,2009,260000,120000,Diesel,Manual,Second ,19,1248,73.9,5
6997,Hyundai i20 Sportz,2016,590000,40000,Petrol,Manual,First ,18,1197,81.83,5
6998,Maruti Swift VDI,2015,545000,180000,Diesel,Manual,First ,25,1248,74,5
6999,Maruti Wagon R,2011,210000,90000,Petrol,Manual,Second ,18,998,67.1,5
7000,Honda City 2017-2020,2008,185000,110000,Petrol,Manual,Second ,17,1497,78,5
7001,Maruti Wagon R,2006,125000,59000,Petrol,Manual,Second ,18,998,67.1,5
7002,Hyundai EON Magna,2014,280000,60000,Petrol,Manual,Second ,21,814,55.2,5
7003,Maruti Wagon R,2005,98000,70000,Petrol,Manual,Second ,18,998,67.1,5
7004,Tata Indica Vista,2009,100000,190000,Diesel,Manual,First ,17,1405,71,5
7005,Mahindra Verito Vibe,2013,250000,180000,Diesel,Manual,First ,20,1461,64.1,5
7006,Toyota Fortuner 3.0,2010,750000,150000,Diesel,Manual,Second ,11,2982,171,7
7007,Chevrolet Optra Magnum,2007,160000,130000,Diesel,Manual,Second ,16,1991,123.7,5
7008,Hyundai Verna 1.6,2013,509999,120000,Diesel,Automatic,Second ,22,1582,126.3,5
7009,Tata Indica V2,2009,95000,80000,Diesel,Manual,Second ,17,1396,52.8,5
7010,Hyundai Verna 1.6,2014,525000,80000,Diesel,Manual,Second ,22,1582,126.32,5
7011,Datsun RediGO 1.0,2017,278000,20000,Petrol,Manual,First ,22,999,67,5
7012,Maruti 800 AC,1997,50000,60000,Petrol,Manual,Second ,16,796,37,4
7013,Volkswagen Polo Diesel,2011,254999,120000,Diesel,Manual,Third ,22,1199,73.9,5
7014,Maruti Swift Dzire,2019,675000,10000,Petrol,Manual,First ,21,1197,81.8,5
7015,Maruti Swift Dzire,2016,600000,147000,Diesel,Manual,Second ,26,1248,74,5
7016,Maruti S-Cross 2017-2020,2018,950000,51000,Diesel,Manual,First ,25,1248,88.5,5
7017,Honda City 2017-2020,2007,229999,60000,Petrol,Manual,Third ,17,1497,78,5
7018,Toyota Innova 2.5,2009,600000,220000,Diesel,Manual,First ,12,2494,102,8
7019,Maruti Alto 800,2017,330000,20000,Petrol,Manual,First ,24,796,47.3,5
7020,Maruti Alto K10,2017,350000,40000,Petrol,Manual,First ,23,998,67.05,5
7021,Volkswagen Polo 1.2,2016,560000,35000,Petrol,Manual,First ,16,1199,74,5
7022,Maruti Wagon R,2017,440000,30000,Petrol,Manual,First ,20,998,67.04,5
7023,Maruti A-Star Vxi,2011,220000,90000,Petrol,Manual,Second ,19,998,66.1,5
7024,Maruti Swift Dzire,2017,750000,110000,Diesel,Manual,Second ,28,1248,74.02,5
7025,Mahindra XUV500 W6,2015,800000,140000,Diesel,Manual,First ,15,2179,140,7
7026,Tata Indica V2,2007,59259,104000,Diesel,Manual,Second ,17,1396,53.5,5
7027,Maruti Baleno Zeta,2018,740000,9000,Petrol,Automatic,First ,21,1197,83.1,5
7028,Maruti Ignis 1.2,2019,570000,19000,Petrol,Automatic,Second ,20,1197,81.8,5
7029,Maruti Wagon R,2017,430000,20000,Petrol,Automatic,First ,20,998,67,5
7030,Maruti Vitara Brezza,2016,800000,70000,Diesel,Manual,First ,24,1248,88.5,5
7031,Hyundai Grand i10,2015,450000,53000,Diesel,Manual,First ,24,1120,70,5
7032,Maruti Swift Dzire,2013,420000,105000,Diesel,Manual,Second ,23,1248,74,5
7033,Mahindra Thar DI,2015,750000,16000,Diesel,Manual,First ,18,2523,63,7
7034,Maruti Baleno RS,2019,780000,7200,Petrol,Manual,First ,21,998,100.5,5
7035,Volkswagen Polo Diesel,2011,320000,77000,Diesel,Manual,Second ,22,1199,73.9,5
7036,Mahindra KUV 100,2017,690000,40000,Diesel,Manual,First ,25,1198,77,6
7037,Maruti Swift Dzire,2012,375000,70000,Diesel,Manual,Second ,19,1248,73.9,5
7038,Ford Figo 1.2P,2017,620000,50000,Petrol,Manual,First ,18,1196,86.8,5
7039,Hyundai Santro Xing,2015,300000,85000,LPG,Manual,First ,13,1086,62.1,5
7040,Maruti Eeco 7,2016,370000,58000,Petrol,Manual,Second ,15,1196,73,7
7041,Mahindra Thar 4X4,2013,770000,85000,Diesel,Manual,First ,16,2498,105,7
7042,Hyundai Xcent 1.2,2014,500000,65000,Petrol,Manual,First ,19,1197,81.86,5
7043,Mahindra KUV 100,2017,450000,120000,Diesel,Manual,First ,25,1198,77,6
7044,Hyundai Santro Xing,2013,195000,50000,Petrol,Manual,Second ,17,1086,62.1,5
7045,Maruti Wagon R,2018,472000,30000,Petrol,Automatic,First ,20,998,67,5
7046,Maruti Alto K10,2014,250000,58000,Petrol,Manual,Second ,23,998,67.05,5
7047,Chevrolet Beat Diesel,2011,165000,70000,Diesel,Manual,Second ,25,936,57.6,5
7048,Tata Zest Quadrajet,2018,525000,110000,Diesel,Manual,Second ,20,1248,88.7,5
7049,Maruti Wagon R,2003,145000,65000,Petrol,Manual,Third ,18,998,67.1,5
7050,Tata Indica Vista,2013,325000,100000,Diesel,Manual,First ,22,1248,88.8,5
7051,Mahindra Bolero Power,2017,660000,60000,Diesel,Manual,Second ,16,1493,70,7
7052,Ford Classic 1.4,2014,310000,90000,Diesel,Manual,Second ,19,1399,67,5
7053,Mahindra Bolero SLX,2008,250000,200000,Diesel,Manual,First ,13,2523,63,7
7054,Ford Classic 1.4,2014,330000,100000,Diesel,Manual,Second ,19,1399,67,5
7055,Ford Figo Diesel,2012,250000,80000,Diesel,Manual,Second ,20,1399,68,5
7056,Mahindra NuvoSport N8,2017,650000,60000,Diesel,Automatic,First ,17,1493,100,7
7057,Maruti Alto K10,2016,305000,40000,Petrol,Manual,First ,23,998,67.05,5
7058,Maruti Ciaz VDi,2015,600000,50000,Diesel,Manual,First ,26,1248,88.5,5
7059,Maruti Wagon R,2015,280000,110000,Petrol,Manual,First ,20,998,67.04,5
7060,Tata Indigo CR4,2011,153000,50000,Diesel,Manual,Second ,23,1396,70,5
7061,Mahindra TUV 300,2018,700000,30000,Diesel,Manual,First ,18,1493,100,7
7062,Renault KWID RXL,2017,325000,40000,Petrol,Manual,First ,25,799,53.3,5
7063,Maruti Alto K10,2016,305000,40000,Petrol,Manual,First ,23,998,67.05,5
7064,Maruti 800 AC,2006,155000,70000,Petrol,Manual,Second ,16,796,37,4
7065,Maruti Alto K10,2012,235000,80000,Petrol,Manual,Third ,20,998,67.1,5
7066,Maruti Swift VXI,2016,500000,15000,Petrol,Manual,First ,20,1197,81.8,5
7067,Mahindra Bolero DI,2004,120000,150000,Diesel,Manual,Second ,13,2523,63,7
7068,Skoda Rapid 1.5,2016,675000,88000,Diesel,Automatic,First ,21,1498,103.52,5
7069,Toyota Innova 2.5,2014,950000,80000,Diesel,Manual,First ,12,2494,100.6,7
7070,Mahindra XUV500 W5,2018,1051000,59865,Diesel,Manual,First ,15,2179,152.87,7
7071,Volkswagen Polo 2015-2019,2016,591000,60000,Diesel,Manual,First ,21,1498,108.5,5
7072,Hyundai i20 Asta,2015,585000,72000,Diesel,Manual,First ,22,1396,88.73,5
7073,Honda City i-VTEC,2017,1025000,68140,Petrol,Automatic,First ,18,1497,117.6,5
7074,Maruti Swift VDI,2014,450000,53190,Diesel,Manual,First ,28,1248,74,5
7075,Hyundai i20 2015-2017,2014,484999,70100,Diesel,Manual,First ,22,1396,88.73,5
7076,Honda Jazz 1.5,2018,650000,47725,Diesel,Manual,First ,27,1498,98.6,5
7077,Maruti Swift Dzire,2014,434999,70195,Diesel,Manual,Second ,28,1248,74.02,5
7078,Ford Figo Diesel,2011,195000,77395,Diesel,Manual,Second ,20,1399,68,5
7079,Mahindra Marazzo M2,2019,1000000,17000,Diesel,Manual,First ,17,1497,121,8
7080,Hyundai Elantra CRDi,2013,650000,64000,Diesel,Automatic,First ,14,1498,113.42,5
7081,Chevrolet Beat Diesel,2014,190000,74321,Diesel,Manual,First ,25,936,56.3,5
7082,Maruti Swift Dzire,2013,409999,80235,Diesel,Manual,Second ,28,1248,74.02,5
7083,Hyundai Creta 1.6,2016,1050000,77150,Diesel,Automatic,First ,17,1582,126.2,5
7084,Volkswagen Vento 1.5,2015,651000,69000,Diesel,Automatic,First ,22,1498,108.6,5
7085,Maruti SX4 S,2015,650000,57000,Diesel,Manual,First ,23,1248,88.5,5
7086,Skoda Rapid 1.5,2017,750000,89000,Diesel,Manual,First ,21,1498,103.6,5
7087,Volkswagen Passat Highline,2012,799000,61100,Diesel,Automatic,First ,14,1968,140,5
7088,Skoda Octavia Ambiente,2010,355000,116000,Diesel,Manual,First ,18,1896,66,5
7089,Hyundai Verna 1.6,2015,600000,80000,Diesel,Manual,First ,23,1582,126.32,5
7090,Maruti Swift VDI,2018,685000,26000,Diesel,Manual,First ,28,1248,74,5
7091,Maruti Swift LDI,2018,509999,100000,Diesel,Manual,First ,28,1248,74,5
7092,Maruti Alto Green,2012,150000,82300,CNG,Manual,Second ,26,796,38.4,5
7093,Maruti Swift Dzire,2017,650000,82050,Diesel,Manual,First ,19,1248,73.9,5
7094,Mahindra XUV500 W8,2012,675000,120000,Diesel,Manual,Second ,15,2179,140,7
7095,Renault KWID AMT,2018,319000,30000,Petrol,Automatic,First ,24,999,67,5
7096,Honda Amaze S,2019,640000,6000,Petrol,Manual,First ,19,1199,88.76,5
7097,Hyundai i20 1.2,2017,650000,30000,Petrol,Manual,First ,18,1197,81.83,5
7098,Maruti Ertiga VDI,2015,650000,70000,Diesel,Manual,First ,20,1248,88.76,7
7099,Maruti Alto Green,2010,155000,70000,CNG,Manual,Second ,26,796,38.4,5
7100,Maruti Ertiga VDI,2015,650000,70000,Diesel,Manual,First ,20,1248,88.76,7
